,type,ready,pre_script_start,pre_script_end,submit,execute_start,execute_end,post_script_start,post_script_end,wms_delay,pre_script_delay,queue_delay,runtime,post_script_delay,stage_in_delay,stage_out_delay
create_dir_1000genome-20200615T062813Z_0_condorpool,auxiliary,1592207982.0,,,1592207987.0,1592207995.0,1592208008.0,1592208008.0,1592208013.0,5.0,,8.0,13.0,5.0,,
sifting_ID0000024,compute,1592208013.0,,,1592208093.0,1592208129.0,1592208283.0,1592208283.0,1592208288.0,80.0,,36.0,154.0,5.0,134.0,3.0
sifting_ID0000012,compute,1592208013.0,,,1592208092.0,1592208123.0,1592208278.0,1592208278.0,1592208283.0,79.0,,31.0,155.0,5.0,133.0,4.0
individuals_ID0000021,compute,1592208013.0,,,1592208084.0,1592208103.0,1592208303.0,1592208303.0,1592208309.0,71.0,,19.0,200.0,6.0,129.0,3.0
individuals_ID0000020,compute,1592208013.0,,,1592208083.0,1592208102.0,1592208303.0,1592208303.0,1592208309.0,70.0,,19.0,201.0,6.0,128.0,4.0
individuals_ID0000009,compute,1592208013.0,,,1592208082.0,1592208102.0,1592208303.0,1592208303.0,1592208315.0,69.0,,20.0,201.0,12.0,133.0,4.0
individuals_ID0000019,compute,1592208013.0,,,1592208082.0,1592208102.0,1592208293.0,1592208293.0,1592208298.0,69.0,,20.0,191.0,5.0,124.0,4.0
individuals_ID0000008,compute,1592208013.0,,,1592208081.0,1592208102.0,1592208278.0,1592208278.0,1592208283.0,68.0,,21.0,176.0,5.0,126.0,4.0
individuals_ID0000014,compute,1592208013.0,,,1592208073.0,1592208087.0,1592208288.0,1592208288.0,1592208293.0,60.0,,14.0,201.0,5.0,132.0,4.0
individuals_ID0000003,compute,1592208013.0,,,1592208046.0,1592208076.0,1592208283.0,1592208283.0,1592208288.0,33.0,,30.0,207.0,5.0,137.0,3.0
individuals_ID0000013,compute,1592208013.0,,,1592208045.0,1592208048.0,1592208224.0,1592208224.0,1592208231.0,32.0,,3.0,176.0,7.0,108.0,4.0
individuals_ID0000010,compute,1592208013.0,,,1592208084.0,1592208103.0,1592208303.0,1592208303.0,1592208309.0,71.0,,19.0,200.0,6.0,128.0,4.0
individuals_ID0000001,compute,1592208013.0,,,1592208036.0,1592208049.0,1592208262.0,1592208262.0,1592208273.0,23.0,,13.0,213.0,11.0,130.0,4.0
individuals_ID0000002,compute,1592208013.0,,,1592208042.0,1592208072.0,1592208273.0,1592208273.0,1592208278.0,29.0,,30.0,201.0,5.0,131.0,3.0
individuals_ID0000004,compute,1592208013.0,,,1592208022.0,1592208027.0,1592208129.0,1592208129.0,1592208139.0,9.0,,5.0,102.0,10.0,37.0,4.0
individuals_ID0000005,compute,1592208013.0,,,1592208030.0,1592208074.0,1592208262.0,1592208262.0,1592208273.0,17.0,,44.0,188.0,11.0,131.0,4.0
individuals_ID0000016,compute,1592208013.0,,,1592208031.0,1592208072.0,1592208252.0,1592208252.0,1592208257.0,18.0,,41.0,180.0,5.0,123.0,5.0
