path,label,main_label,filename
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0042.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0042.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0025.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0025.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0032.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0032.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0026.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0026.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0048.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0048.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0013.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0013.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0012.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0012.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0034.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0034.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0040.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0040.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0042.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0042.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0049.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0049.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0028.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0028.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0004.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0004.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0001.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0001.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0016.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0016.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0047.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0047.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0002.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0002.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0022.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0022.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0038.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0038.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0032.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0032.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0015.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0015.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0037.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0037.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0039.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0039.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0048.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0048.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0041.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0041.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0007.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0007.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0006.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0006.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0010.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0010.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0026.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0026.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0007.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0007.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0007.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0007.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0045.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0045.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0006.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0006.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0036.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0036.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200922T030313Z-run0012.csv,hdd_50,hdd,1000genome-20200922T030313Z-run0012.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0002.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0002.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0035.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0035.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0028.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0028.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0019.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0019.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0029.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0029.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200610T041238Z-run0041.csv,hdd_50,hdd,1000genome-20200610T041238Z-run0041.csv
../raw_gantt_chart_data_balanced/output/hdd_50/1000genome-20200829T064317Z-run0022.csv,hdd_50,hdd,1000genome-20200829T064317Z-run0022.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0009.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0009.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0003.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0003.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0016.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0016.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0002.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0002.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0008.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0008.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0025.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0025.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0005.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0005.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0006.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0006.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0021.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0021.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0021.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0021.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0043.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0043.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0001.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0001.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0004.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0004.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0003.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0003.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0012.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0012.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0031.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0031.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0013.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0013.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0040.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0040.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0015.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0015.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0008.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0008.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0019.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0019.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0044.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0044.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0015.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0015.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0022.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0022.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0020.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0020.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0038.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0038.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0007.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0007.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0035.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0035.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0020.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0020.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0017.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0017.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0023.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0023.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200923T032047Z-run0022.csv,hdd_60,hdd,1000genome-20200923T032047Z-run0022.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0002.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0002.csv
../raw_gantt_chart_data_balanced/output/hdd_60/1000genome-20200830T032337Z-run0016.csv,hdd_60,hdd,1000genome-20200830T032337Z-run0016.csv
